sample	drug	PCIDs	syn	gvm
LJP008_HA1E_24H-GSK-1059615-10	gsk 1059615	23582824		pc23582824
LJP008_HA1E_24H-GSK-1059615-3.33	gsk 1059615	23582824		pc23582824
LJP008_HA1E_24H-GSK-1070916-0.04	gsk 1070916	46885626		pc46885626
LJP008_HA1E_24H-GSK-1070916-1.11	gsk 1070916	46885626		pc46885626
LJP008_HA1E_24H-GSK-1070916-10	gsk 1070916	46885626		pc46885626
LJP008_HA1E_24H-GSK-1070916-3.33	gsk 1070916	46885626		pc46885626
LJP008_HA1E_24H-GSK-461364-0.04	gsk 461364	456214		pc456214
LJP008_HA1E_24H-GSK-461364-0.12	gsk 461364	456214		pc456214
LJP008_HA1E_24H-GSK-461364-0.37	gsk 461364	456214		pc456214
LJP008_HA1E_24H-GSK-461364-1.11	gsk 461364	456214		pc456214
LJP008_HA1E_24H-GSK-461364-10	gsk 461364	456214		pc456214
LJP008_HA1E_24H-GSK-461364-3.33	gsk 461364	456214		pc456214
LJP008_HA1E_24H-GSK-J2-10	gsk j2	2725002		pc2725002
LJP008_HA1E_24H-GSK-J4-0.04	gsk j4	5770		pc5770
LJP008_HA1E_24H-GSK-J4-0.37	gsk j4	5770		pc5770
LJP008_HA1E_24H-GSK-J4-10	gsk j4	5770		pc5770
LJP008_HA1E_24H-I-BET-0.04	i bet	3270699		pc3270699
LJP008_HA1E_24H-I-BET-0.12	i bet	3270699		pc3270699
LJP008_HA1E_24H-I-BET-0.37	i bet	3270699		pc3270699
LJP008_HA1E_24H-I-BET-1.11	i bet	3270699		pc3270699
LJP008_HA1E_24H-I-BET-10	i bet	3270699		pc3270699
LJP008_HA1E_24H-I-BET-3.33	i bet	3270699		pc3270699
LJP008_HA1E_24H-I-BET151-0.04	i bet151	5269		pc5269
LJP008_HA1E_24H-I-BET151-0.12	i bet151	5269		pc5269
LJP008_HA1E_24H-I-BET151-0.37	i bet151	5269		pc5269
LJP008_HA1E_24H-I-BET151-1.11	i bet151	5269		pc5269
LJP008_HA1E_24H-I-BET151-10	i bet151	5269		pc5269
LJP008_HA1E_24H-I-BET151-3.33	i bet151	5269		pc5269
LJP008_HA1E_24H-IOX2-0.37	iox2			iox2
LJP008_HA1E_24H-KU-55933-10	ku 55933	54792409		pc54792409
LJP008_HA1E_24H-KU-60019-0.04	ku 60019	66062		pc66062
LJP008_HA1E_24H-KU-60019-1.11	ku 60019	66062		pc66062
LJP008_HA1E_24H-KU-60019-10	ku 60019	66062		pc66062
LJP008_HA1E_24H-LY2603618-1.11	ly2603618	444732		pc444732
LJP008_HA1E_24H-LY2603618-10	ly2603618	444732		pc444732
LJP008_HA1E_24H-LY2603618-3.33	ly2603618	444732		pc444732
LJP008_HA1E_24H-MK-1775-10	mk 1775			mk1775
LJP008_HA1E_24H-MK-1775-3.33	mk 1775			mk1775
LJP008_HA1E_24H-NPK76-II-72-1-10	npk76 ii 72 1	5311		pc5311
LJP008_HA1E_24H-NU-7026-0.04	nu 7026			nu7026
LJP008_HA1E_24H-NU-7026-10	nu 7026			nu7026
LJP008_HA1E_24H-PD-0325901-0.04	pd 0325901	9826528		pc9826528
LJP008_HA1E_24H-PD-0325901-0.12	pd 0325901	9826528		pc9826528
LJP008_HA1E_24H-PD-0325901-0.37	pd 0325901	9826528		pc9826528
LJP008_HA1E_24H-PD-0325901-1.11	pd 0325901	9826528		pc9826528
LJP008_HA1E_24H-PD-0325901-10	pd 0325901	9826528		pc9826528
LJP008_HA1E_24H-PD-0325901-3.33	pd 0325901	9826528		pc9826528
LJP008_HA1E_24H-PFI-1-0.37	pfi 1	312145		pc312145
LJP008_HA1E_24H-PFI-1-1.11	pfi 1	312145		pc312145
LJP008_HA1E_24H-PFI-1-10	pfi 1	312145		pc312145
LJP008_HA1E_24H-PFI-1-3.33	pfi 1	312145		pc312145
LJP008_HA1E_24H-RG-108-0.37	rg 108	6166		pc6166
LJP008_HA1E_24H-UNC0638-10	unc0638			unc0638
LJP008_HA1E_24H-UNC669-10	unc669	6419915		pc6419915
LJP008_HA1E_24H-VE821-10	ve821	10766		pc10766
LJP008_HA1E_24H-Y-27632-10	y 27632	448042		pc448042
LJP008_HA1E_24H-belinostat-0.04	belinostat	6918638		pc6918638
LJP008_HA1E_24H-belinostat-0.12	belinostat	6918638		pc6918638
LJP008_HA1E_24H-belinostat-0.37	belinostat	6918638		pc6918638
LJP008_HA1E_24H-belinostat-1.11	belinostat	6918638		pc6918638
LJP008_HA1E_24H-belinostat-10	belinostat	6918638		pc6918638
LJP008_HA1E_24H-belinostat-3.33	belinostat	6918638		pc6918638
LJP008_HA1E_24H-daminozide-0.12	daminozide	71486		pc71486
LJP008_HA1E_24H-dasatinib-0.04	dasatinib	3062316		pc3062316
LJP008_HA1E_24H-dasatinib-0.12	dasatinib	3062316		pc3062316
LJP008_HA1E_24H-dasatinib-0.37	dasatinib	3062316		pc3062316
LJP008_HA1E_24H-dasatinib-1.11	dasatinib	3062316		pc3062316
LJP008_HA1E_24H-dasatinib-10	dasatinib	3062316		pc3062316
LJP008_HA1E_24H-dasatinib-3.33	dasatinib	3062316		pc3062316
LJP008_HA1E_24H-decitabine-0.37	decitabine	451668		pc451668
LJP008_HA1E_24H-decitabine-3.33	decitabine	451668		pc451668
LJP008_HA1E_24H-entinostat-0.04	entinostat	4261		pc4261
LJP008_HA1E_24H-entinostat-0.12	entinostat	4261		pc4261
LJP008_HA1E_24H-entinostat-0.37	entinostat	4261		pc4261
LJP008_HA1E_24H-entinostat-1.11	entinostat	4261		pc4261
LJP008_HA1E_24H-entinostat-10	entinostat	4261		pc4261
LJP008_HA1E_24H-entinostat-3.33	entinostat	4261		pc4261
LJP008_HA1E_24H-garcinol-10	garcinol	5288783		pc5288783
LJP008_HA1E_24H-ischemin-0.37	ischemin	3106		pc3106
LJP008_HA1E_24H-methylstat-1.11	methylstat	5311365		pc5311365
LJP008_HA1E_24H-methylstat-10	methylstat	5311365		pc5311365
LJP008_HA1E_24H-methylstat-3.33	methylstat	5311365		pc5311365
LJP008_HA1E_24H-mitoxantrone-10	mitoxantrone	4212		pc4212
LJP008_HA1E_24H-mocetinostat-0.04	mocetinostat	9865515		pc9865515
LJP008_HA1E_24H-mocetinostat-0.12	mocetinostat	9865515		pc9865515
LJP008_HA1E_24H-mocetinostat-0.37	mocetinostat	9865515		pc9865515
LJP008_HA1E_24H-mocetinostat-1.11	mocetinostat	9865515		pc9865515
LJP008_HA1E_24H-mocetinostat-10	mocetinostat	9865515		pc9865515
LJP008_HA1E_24H-mocetinostat-3.33	mocetinostat	9865515		pc9865515
LJP008_HA1E_24H-olaparib-10	olaparib	23725625		pc23725625
LJP008_HA1E_24H-pracinostat-0.04	pracinostat	197810		pc197810
LJP008_HA1E_24H-pracinostat-0.12	pracinostat	197810		pc197810
LJP008_HA1E_24H-pracinostat-0.37	pracinostat	197810		pc197810
LJP008_HA1E_24H-pracinostat-1.11	pracinostat	197810		pc197810
LJP008_HA1E_24H-pracinostat-10	pracinostat	197810		pc197810
LJP008_HA1E_24H-pracinostat-3.33	pracinostat	197810		pc197810
LJP008_HA1E_24H-rocilinostat-0.12	rocilinostat	2755		pc2755
LJP008_HA1E_24H-rocilinostat-1.11	rocilinostat	2755		pc2755
LJP008_HA1E_24H-rocilinostat-10	rocilinostat	2755		pc2755
LJP008_HA1E_24H-rocilinostat-3.33	rocilinostat	2755		pc2755
LJP008_HA1E_24H-sirolimus-10	sirolimus	5284616		pc5284616
LJP008_HA1E_24H-tanespimycin-10	tanespimycin	6505803		pc6505803
LJP008_HA1E_24H-veliparib-1.11	veliparib	11842604		pc11842604
LJP008_HA1E_24H-veliparib-3.33	veliparib	11842604		pc11842604
LJP008_HA1E_24H-vorinostat-10	vorinostat	5311		pc5311
LJP008_HA1E_24H-vorinostat-3.33	vorinostat	5311		pc5311
LJP008_HCC515_24H-(+)-JQ1-0.04	(+) jq1	6438330		pc6438330
LJP008_HCC515_24H-(+)-JQ1-0.12	(+) jq1	6438330		pc6438330
LJP008_HCC515_24H-(+)-JQ1-0.37	(+) jq1	6438330		pc6438330
LJP008_HCC515_24H-(+)-JQ1-1.11	(+) jq1	6438330		pc6438330
LJP008_HCC515_24H-(+)-JQ1-10	(+) jq1	6438330		pc6438330
LJP008_HCC515_24H-(+)-JQ1-3.33	(+) jq1	6438330		pc6438330
LJP008_HCC515_24H-(-)-JQ1-10	( ) jq1	6610310		pc6610310
LJP008_HCC515_24H-ABT-737-10	abt 737	51082		pc51082
LJP008_HCC515_24H-AZ20-0.37	az20			az20
LJP008_HCC515_24H-AZ20-1.11	az20			az20
LJP008_HCC515_24H-AZ20-10	az20			az20
LJP008_HCC515_24H-AZ20-3.33	az20			az20
LJP008_HCC515_24H-BIX-01294-0.37	bix 01294	16759159		pc16759159
LJP008_HCC515_24H-BIX-01294-10	bix 01294	16759159		pc16759159
LJP008_HCC515_24H-C646-10	c646	6753378		pc6753378
LJP008_HCC515_24H-CGK-733-1.11	cgk 733	444732		pc444732
LJP008_HCC515_24H-CGK-733-10	cgk 733	444732		pc444732
LJP008_HCC515_24H-CGP-60474-0.04	cgp 60474	11371328		pc11371328
LJP008_HCC515_24H-CGP-60474-0.12	cgp 60474	11371328		pc11371328
LJP008_HCC515_24H-CGP-60474-0.37	cgp 60474	11371328		pc11371328
LJP008_HCC515_24H-CGP-60474-1.11	cgp 60474	11371328		pc11371328
LJP008_HCC515_24H-CGP-60474-10	cgp 60474	11371328		pc11371328
LJP008_HCC515_24H-CGP-60474-3.33	cgp 60474	11371328		pc11371328
LJP008_HCC515_24H-CTB-0.37	ctb	1268111		pc1268111
LJP008_HCC515_24H-CX-5461-10	cx 5461	12305974		pc12305974
LJP008_HCC515_24H-CX-5461-3.33	cx 5461	12305974		pc12305974
LJP008_HCC515_24H-GSK-1059615-0.37	gsk 1059615	23582824		pc23582824
LJP008_HCC515_24H-GSK-1059615-1.11	gsk 1059615	23582824		pc23582824
LJP008_HCC515_24H-GSK-1059615-10	gsk 1059615	23582824		pc23582824
LJP008_HCC515_24H-GSK-1059615-3.33	gsk 1059615	23582824		pc23582824
LJP008_HCC515_24H-GSK-1070916-1.11	gsk 1070916	46885626		pc46885626
LJP008_HCC515_24H-GSK-1070916-10	gsk 1070916	46885626		pc46885626
LJP008_HCC515_24H-GSK-1070916-3.33	gsk 1070916	46885626		pc46885626
LJP008_HCC515_24H-GSK-461364-0.04	gsk 461364	456214		pc456214
LJP008_HCC515_24H-GSK-461364-0.12	gsk 461364	456214		pc456214
LJP008_HCC515_24H-GSK-461364-0.37	gsk 461364	456214		pc456214
LJP008_HCC515_24H-GSK-461364-1.11	gsk 461364	456214		pc456214
LJP008_HCC515_24H-GSK-461364-10	gsk 461364	456214		pc456214
LJP008_HCC515_24H-GSK-461364-3.33	gsk 461364	456214		pc456214
LJP008_HCC515_24H-GSK-J1-0.12	gsk j1	222786		pc222786
LJP008_HCC515_24H-I-BET-0.04	i bet	3270699		pc3270699
LJP008_HCC515_24H-I-BET-0.12	i bet	3270699		pc3270699
LJP008_HCC515_24H-I-BET-0.37	i bet	3270699		pc3270699
LJP008_HCC515_24H-I-BET-1.11	i bet	3270699		pc3270699
LJP008_HCC515_24H-I-BET-10	i bet	3270699		pc3270699
LJP008_HCC515_24H-I-BET-3.33	i bet	3270699		pc3270699
LJP008_HCC515_24H-I-BET151-0.37	i bet151	5269		pc5269
LJP008_HCC515_24H-I-BET151-1.11	i bet151	5269		pc5269
LJP008_HCC515_24H-I-BET151-10	i bet151	5269		pc5269
LJP008_HCC515_24H-I-BET151-3.33	i bet151	5269		pc5269
LJP008_HCC515_24H-IOX2-10	iox2			iox2
LJP008_HCC515_24H-JW55-10	jw55	6917803		pc6917803
LJP008_HCC515_24H-KU-55933-10	ku 55933	54792409		pc54792409
LJP008_HCC515_24H-KU-60019-1.11	ku 60019	66062		pc66062
LJP008_HCC515_24H-KU-60019-10	ku 60019	66062		pc66062
LJP008_HCC515_24H-KU-60019-3.33	ku 60019	66062		pc66062
LJP008_HCC515_24H-LY2603618-1.11	ly2603618	444732		pc444732
LJP008_HCC515_24H-LY2603618-10	ly2603618	444732		pc444732
LJP008_HCC515_24H-LY2603618-3.33	ly2603618	444732		pc444732
LJP008_HCC515_24H-MK-1775-0.12	mk 1775			mk1775
LJP008_HCC515_24H-MK-1775-0.37	mk 1775			mk1775
LJP008_HCC515_24H-MK-1775-1.11	mk 1775			mk1775
LJP008_HCC515_24H-MK-1775-10	mk 1775			mk1775
LJP008_HCC515_24H-MK-1775-3.33	mk 1775			mk1775
LJP008_HCC515_24H-NPK76-II-72-1-10	npk76 ii 72 1	5311		pc5311
LJP008_HCC515_24H-PD-0325901-0.04	pd 0325901	9826528		pc9826528
LJP008_HCC515_24H-PD-0325901-0.12	pd 0325901	9826528		pc9826528
LJP008_HCC515_24H-PD-0325901-0.37	pd 0325901	9826528		pc9826528
LJP008_HCC515_24H-PD-0325901-1.11	pd 0325901	9826528		pc9826528
LJP008_HCC515_24H-PD-0325901-10	pd 0325901	9826528		pc9826528
LJP008_HCC515_24H-PD-0325901-3.33	pd 0325901	9826528		pc9826528
LJP008_HCC515_24H-PFI-1-1.11	pfi 1	312145		pc312145
LJP008_HCC515_24H-PFI-1-10	pfi 1	312145		pc312145
LJP008_HCC515_24H-PFI-1-3.33	pfi 1	312145		pc312145
LJP008_HCC515_24H-UNC0638-0.37	unc0638			unc0638
LJP008_HCC515_24H-UNC0638-10	unc0638			unc0638
LJP008_HCC515_24H-VE821-10	ve821	10766		pc10766
LJP008_HCC515_24H-VE821-3.33	ve821	10766		pc10766
LJP008_HCC515_24H-azacitidine-1.11	azacitidine	9444		pc9444
LJP008_HCC515_24H-azacitidine-10	azacitidine	9444		pc9444
LJP008_HCC515_24H-azacitidine-3.33	azacitidine	9444		pc9444
LJP008_HCC515_24H-belinostat-0.12	belinostat	6918638		pc6918638
LJP008_HCC515_24H-belinostat-0.37	belinostat	6918638		pc6918638
LJP008_HCC515_24H-belinostat-1.11	belinostat	6918638		pc6918638
LJP008_HCC515_24H-belinostat-10	belinostat	6918638		pc6918638
LJP008_HCC515_24H-belinostat-3.33	belinostat	6918638		pc6918638
LJP008_HCC515_24H-dasatinib-0.04	dasatinib	3062316		pc3062316
LJP008_HCC515_24H-dasatinib-0.12	dasatinib	3062316		pc3062316
LJP008_HCC515_24H-dasatinib-0.37	dasatinib	3062316		pc3062316
LJP008_HCC515_24H-dasatinib-1.11	dasatinib	3062316		pc3062316
LJP008_HCC515_24H-dasatinib-10	dasatinib	3062316		pc3062316
LJP008_HCC515_24H-dasatinib-3.33	dasatinib	3062316		pc3062316
LJP008_HCC515_24H-decitabine-10	decitabine	451668		pc451668
LJP008_HCC515_24H-entinostat-0.04	entinostat	4261		pc4261
LJP008_HCC515_24H-entinostat-1.11	entinostat	4261		pc4261
LJP008_HCC515_24H-entinostat-10	entinostat	4261		pc4261
LJP008_HCC515_24H-entinostat-3.33	entinostat	4261		pc4261
LJP008_HCC515_24H-iniparib-10	iniparib	3190		pc3190
LJP008_HCC515_24H-ischemin-0.37	ischemin	3106		pc3106
LJP008_HCC515_24H-methylstat-1.11	methylstat	5311365		pc5311365
LJP008_HCC515_24H-methylstat-10	methylstat	5311365		pc5311365
LJP008_HCC515_24H-methylstat-3.33	methylstat	5311365		pc5311365
LJP008_HCC515_24H-mitoxantrone-10	mitoxantrone	4212		pc4212
LJP008_HCC515_24H-mocetinostat-0.12	mocetinostat	9865515		pc9865515
LJP008_HCC515_24H-mocetinostat-0.37	mocetinostat	9865515		pc9865515
LJP008_HCC515_24H-mocetinostat-1.11	mocetinostat	9865515		pc9865515
LJP008_HCC515_24H-mocetinostat-10	mocetinostat	9865515		pc9865515
LJP008_HCC515_24H-mocetinostat-3.33	mocetinostat	9865515		pc9865515
LJP008_HCC515_24H-pracinostat-0.04	pracinostat	197810		pc197810
LJP008_HCC515_24H-pracinostat-0.12	pracinostat	197810		pc197810
LJP008_HCC515_24H-pracinostat-0.37	pracinostat	197810		pc197810
LJP008_HCC515_24H-pracinostat-1.11	pracinostat	197810		pc197810
LJP008_HCC515_24H-pracinostat-10	pracinostat	197810		pc197810
LJP008_HCC515_24H-pracinostat-3.33	pracinostat	197810		pc197810
LJP008_HCC515_24H-resveratrol-10	resveratrol	445154		pc445154
LJP008_HCC515_24H-rocilinostat-1.11	rocilinostat	2755		pc2755
LJP008_HCC515_24H-rocilinostat-10	rocilinostat	2755		pc2755
LJP008_HCC515_24H-rocilinostat-3.33	rocilinostat	2755		pc2755
LJP008_HCC515_24H-rucaparib-3.33	rucaparib	9931954		pc9931954
LJP008_HCC515_24H-sirolimus-10	sirolimus	5284616		pc5284616
LJP008_HCC515_24H-tanespimycin-10	tanespimycin	6505803		pc6505803
LJP008_HCC515_24H-veliparib-1.11	veliparib	11842604		pc11842604
LJP008_HCC515_24H-vorinostat-10	vorinostat	5311		pc5311
LJP008_HCC515_24H-vorinostat-3.33	vorinostat	5311		pc5311
LJP008_HEPG2_24H-(+)-JQ1-0.04	(+) jq1	6438330		pc6438330
LJP008_HEPG2_24H-(+)-JQ1-0.12	(+) jq1	6438330		pc6438330
LJP008_HEPG2_24H-(+)-JQ1-0.37	(+) jq1	6438330		pc6438330
LJP008_HEPG2_24H-(+)-JQ1-1.11	(+) jq1	6438330		pc6438330
LJP008_HEPG2_24H-(+)-JQ1-10	(+) jq1	6438330		pc6438330
LJP008_HEPG2_24H-(+)-JQ1-3.33	(+) jq1	6438330		pc6438330
LJP008_HEPG2_24H-(-)-JQ1-10	( ) jq1	6610310		pc6610310
LJP008_HEPG2_24H-ABT-737-10	abt 737	51082		pc51082
LJP008_HEPG2_24H-AZ20-0.37	az20			az20
LJP008_HEPG2_24H-AZ20-1.11	az20			az20
LJP008_HEPG2_24H-AZ20-10	az20			az20
LJP008_HEPG2_24H-AZ20-3.33	az20			az20
LJP008_HEPG2_24H-BIX-01294-10	bix 01294	16759159		pc16759159
LJP008_HEPG2_24H-BIX-01294-3.33	bix 01294	16759159		pc16759159
LJP008_HEPG2_24H-C646-10	c646	6753378		pc6753378
LJP008_HEPG2_24H-CGK-733-10	cgk 733	444732		pc444732
LJP008_HEPG2_24H-CGK-733-3.33	cgk 733	444732		pc444732
LJP008_HEPG2_24H-CGP-60474-0.04	cgp 60474	11371328		pc11371328
LJP008_HEPG2_24H-CGP-60474-0.12	cgp 60474	11371328		pc11371328
LJP008_HEPG2_24H-CGP-60474-0.37	cgp 60474	11371328		pc11371328
LJP008_HEPG2_24H-CGP-60474-1.11	cgp 60474	11371328		pc11371328
LJP008_HEPG2_24H-CGP-60474-10	cgp 60474	11371328		pc11371328
LJP008_HEPG2_24H-CGP-60474-3.33	cgp 60474	11371328		pc11371328
LJP008_HEPG2_24H-CTB-0.37	ctb	1268111		pc1268111
LJP008_HEPG2_24H-CTB-10	ctb	1268111		pc1268111
LJP008_HEPG2_24H-CTB-3.33	ctb	1268111		pc1268111
LJP008_HEPG2_24H-CX-5461-0.37	cx 5461	12305974		pc12305974
LJP008_HEPG2_24H-CX-5461-1.11	cx 5461	12305974		pc12305974
LJP008_HEPG2_24H-CX-5461-10	cx 5461	12305974		pc12305974
LJP008_HEPG2_24H-CX-5461-3.33	cx 5461	12305974		pc12305974
LJP008_HEPG2_24H-GSK-1059615-0.37	gsk 1059615	23582824		pc23582824
LJP008_HEPG2_24H-GSK-1059615-1.11	gsk 1059615	23582824		pc23582824
LJP008_HEPG2_24H-GSK-1059615-10	gsk 1059615	23582824		pc23582824
LJP008_HEPG2_24H-GSK-1059615-3.33	gsk 1059615	23582824		pc23582824
LJP008_HEPG2_24H-GSK-1070916-0.37	gsk 1070916	46885626		pc46885626
LJP008_HEPG2_24H-GSK-1070916-1.11	gsk 1070916	46885626		pc46885626
LJP008_HEPG2_24H-GSK-1070916-10	gsk 1070916	46885626		pc46885626
LJP008_HEPG2_24H-GSK-1070916-3.33	gsk 1070916	46885626		pc46885626
LJP008_HEPG2_24H-GSK-461364-0.04	gsk 461364	456214		pc456214
LJP008_HEPG2_24H-GSK-461364-0.12	gsk 461364	456214		pc456214
LJP008_HEPG2_24H-GSK-461364-0.37	gsk 461364	456214		pc456214
LJP008_HEPG2_24H-GSK-461364-1.11	gsk 461364	456214		pc456214
LJP008_HEPG2_24H-GSK-461364-10	gsk 461364	456214		pc456214
LJP008_HEPG2_24H-GSK-461364-3.33	gsk 461364	456214		pc456214
LJP008_HEPG2_24H-GSK-J2-10	gsk j2	2725002		pc2725002
LJP008_HEPG2_24H-GSK-J4-10	gsk j4	5770		pc5770
LJP008_HEPG2_24H-I-BET-0.12	i bet	3270699		pc3270699
LJP008_HEPG2_24H-I-BET-0.37	i bet	3270699		pc3270699
LJP008_HEPG2_24H-I-BET-1.11	i bet	3270699		pc3270699
LJP008_HEPG2_24H-I-BET-10	i bet	3270699		pc3270699
LJP008_HEPG2_24H-I-BET-3.33	i bet	3270699		pc3270699
LJP008_HEPG2_24H-I-BET151-0.04	i bet151	5269		pc5269
LJP008_HEPG2_24H-I-BET151-0.12	i bet151	5269		pc5269
LJP008_HEPG2_24H-I-BET151-0.37	i bet151	5269		pc5269
LJP008_HEPG2_24H-I-BET151-1.11	i bet151	5269		pc5269
LJP008_HEPG2_24H-I-BET151-10	i bet151	5269		pc5269
LJP008_HEPG2_24H-I-BET151-3.33	i bet151	5269		pc5269
LJP008_HEPG2_24H-IOX2-10	iox2			iox2
LJP008_HEPG2_24H-KU-55933-10	ku 55933	54792409		pc54792409
LJP008_HEPG2_24H-KU-60019-10	ku 60019	66062		pc66062
LJP008_HEPG2_24H-LY2603618-1.11	ly2603618	444732		pc444732
LJP008_HEPG2_24H-LY2603618-10	ly2603618	444732		pc444732
LJP008_HEPG2_24H-LY2603618-3.33	ly2603618	444732		pc444732
LJP008_HEPG2_24H-MK-1775-0.12	mk 1775			mk1775
LJP008_HEPG2_24H-MK-1775-0.37	mk 1775			mk1775
LJP008_HEPG2_24H-MK-1775-1.11	mk 1775			mk1775
LJP008_HEPG2_24H-MK-1775-10	mk 1775			mk1775
LJP008_HEPG2_24H-MK-1775-3.33	mk 1775			mk1775
LJP008_HEPG2_24H-NPK76-II-72-1-10	npk76 ii 72 1	5311		pc5311
LJP008_HEPG2_24H-PD-0325901-0.04	pd 0325901	9826528		pc9826528
LJP008_HEPG2_24H-PD-0325901-0.12	pd 0325901	9826528		pc9826528
LJP008_HEPG2_24H-PD-0325901-0.37	pd 0325901	9826528		pc9826528
LJP008_HEPG2_24H-PD-0325901-1.11	pd 0325901	9826528		pc9826528
LJP008_HEPG2_24H-PD-0325901-10	pd 0325901	9826528		pc9826528
LJP008_HEPG2_24H-PD-0325901-3.33	pd 0325901	9826528		pc9826528
LJP008_HEPG2_24H-PFI-1-0.37	pfi 1	312145		pc312145
LJP008_HEPG2_24H-PFI-1-10	pfi 1	312145		pc312145
LJP008_HEPG2_24H-PFI-1-3.33	pfi 1	312145		pc312145
LJP008_HEPG2_24H-UNC0638-10	unc0638			unc0638
LJP008_HEPG2_24H-UNC0638-3.33	unc0638			unc0638
LJP008_HEPG2_24H-UNC669-0.04	unc669	6419915		pc6419915
LJP008_HEPG2_24H-VE821-10	ve821	10766		pc10766
LJP008_HEPG2_24H-VE821-3.33	ve821	10766		pc10766
LJP008_HEPG2_24H-azacitidine-0.37	azacitidine	9444		pc9444
LJP008_HEPG2_24H-azacitidine-1.11	azacitidine	9444		pc9444
LJP008_HEPG2_24H-azacitidine-10	azacitidine	9444		pc9444
LJP008_HEPG2_24H-azacitidine-3.33	azacitidine	9444		pc9444
LJP008_HEPG2_24H-belinostat-0.04	belinostat	6918638		pc6918638
LJP008_HEPG2_24H-belinostat-0.12	belinostat	6918638		pc6918638
LJP008_HEPG2_24H-belinostat-0.37	belinostat	6918638		pc6918638
LJP008_HEPG2_24H-belinostat-1.11	belinostat	6918638		pc6918638
LJP008_HEPG2_24H-belinostat-10	belinostat	6918638		pc6918638
LJP008_HEPG2_24H-belinostat-3.33	belinostat	6918638		pc6918638
LJP008_HEPG2_24H-daminozide-3.33	daminozide	71486		pc71486
LJP008_HEPG2_24H-dasatinib-1.11	dasatinib	3062316		pc3062316
LJP008_HEPG2_24H-dasatinib-10	dasatinib	3062316		pc3062316
LJP008_HEPG2_24H-dasatinib-3.33	dasatinib	3062316		pc3062316
LJP008_HEPG2_24H-decitabine-1.11	decitabine	451668		pc451668
LJP008_HEPG2_24H-decitabine-10	decitabine	451668		pc451668
LJP008_HEPG2_24H-entinostat-0.04	entinostat	4261		pc4261
LJP008_HEPG2_24H-entinostat-0.12	entinostat	4261		pc4261
LJP008_HEPG2_24H-entinostat-0.37	entinostat	4261		pc4261
LJP008_HEPG2_24H-entinostat-1.11	entinostat	4261		pc4261
LJP008_HEPG2_24H-entinostat-10	entinostat	4261		pc4261
LJP008_HEPG2_24H-entinostat-3.33	entinostat	4261		pc4261
LJP008_HEPG2_24H-garcinol-10	garcinol	5288783		pc5288783
LJP008_HEPG2_24H-iniparib-10	iniparib	3190		pc3190
LJP008_HEPG2_24H-methylstat-10	methylstat	5311365		pc5311365
LJP008_HEPG2_24H-mitoxantrone-10	mitoxantrone	4212		pc4212
LJP008_HEPG2_24H-mocetinostat-0.04	mocetinostat	9865515		pc9865515
LJP008_HEPG2_24H-mocetinostat-0.12	mocetinostat	9865515		pc9865515
LJP008_HEPG2_24H-mocetinostat-0.37	mocetinostat	9865515		pc9865515
LJP008_HEPG2_24H-mocetinostat-1.11	mocetinostat	9865515		pc9865515
LJP008_HEPG2_24H-mocetinostat-10	mocetinostat	9865515		pc9865515
LJP008_HEPG2_24H-mocetinostat-3.33	mocetinostat	9865515		pc9865515
LJP008_HEPG2_24H-olaparib-10	olaparib	23725625		pc23725625
LJP008_HEPG2_24H-pracinostat-0.04	pracinostat	197810		pc197810
LJP008_HEPG2_24H-pracinostat-0.12	pracinostat	197810		pc197810
LJP008_HEPG2_24H-pracinostat-0.37	pracinostat	197810		pc197810
LJP008_HEPG2_24H-pracinostat-1.11	pracinostat	197810		pc197810
LJP008_HEPG2_24H-pracinostat-10	pracinostat	197810		pc197810
LJP008_HEPG2_24H-pracinostat-3.33	pracinostat	197810		pc197810
LJP008_HEPG2_24H-resveratrol-10	resveratrol	445154		pc445154
LJP008_HEPG2_24H-rocilinostat-1.11	rocilinostat	2755		pc2755
LJP008_HEPG2_24H-rocilinostat-10	rocilinostat	2755		pc2755
LJP008_HEPG2_24H-rocilinostat-3.33	rocilinostat	2755		pc2755
LJP008_HEPG2_24H-sirolimus-10	sirolimus	5284616		pc5284616
LJP008_HEPG2_24H-tanespimycin-10	tanespimycin	6505803		pc6505803
LJP008_HEPG2_24H-vorinostat-10	vorinostat	5311		pc5311
LJP008_HEPG2_24H-vorinostat-3.33	vorinostat	5311		pc5311
LJP008_HT29_24H-(+)-JQ1-0.04	(+) jq1	6438330		pc6438330
LJP008_HT29_24H-(+)-JQ1-0.12	(+) jq1	6438330		pc6438330
LJP008_HT29_24H-(+)-JQ1-0.37	(+) jq1	6438330		pc6438330
LJP008_HT29_24H-(+)-JQ1-1.11	(+) jq1	6438330		pc6438330
LJP008_HT29_24H-(+)-JQ1-10	(+) jq1	6438330		pc6438330
LJP008_HT29_24H-(+)-JQ1-3.33	(+) jq1	6438330		pc6438330
LJP008_HT29_24H-(-)-JQ1-10	( ) jq1	6610310		pc6610310
LJP008_HT29_24H-ABT-737-10	abt 737	51082		pc51082
LJP008_HT29_24H-AZ20-10	az20			az20
LJP008_HT29_24H-BIX-01294-10	bix 01294	16759159		pc16759159
LJP008_HT29_24H-BIX-01294-3.33	bix 01294	16759159		pc16759159
LJP008_HT29_24H-CGK-733-10	cgk 733	444732		pc444732
