DrugName	DrugID_ChEMBL	DrugID_DrugBank	DrugID_SMILES	DrugID_PC
spiroxatrine	chembl300555	NA	c1cn(ccc12c(=o)ncn2c3=cc=cc=c3)cc4coc5=cc=cc=c5o4	5268
stanolone	chembl27769	db02901	c[c@]12ccc(=o)c[c@@h]1cc[c@@h]3[c@@h]2cc[c@]4([c@h]3cc[c@@h]4o)c	10635
stavudine	chembl991	db00649	cc1=cn(c(=o)nc1=o)[c@h]2c=c[c@h](o2)co	18283
streptozotocin	chembl1603	db00428	cn(c(=o)n[c@@h]1[c@h]([c@@h]([c@h](oc1o)co)o)o)n=o	29327
strychnine	chembl227934	NA	c1cn2cc3=cco[c@h]4cc(=o)n5[c@h]6[c@h]4[c@h]3c[c@h]2[c@@]61c7=cc=cc=c75	441071
su-014813	chembl1721885	NA	cc1=c(nc(=c1c(=o)nc[c@@h](cn2ccocc2)o)c)/c=c\3/c4=c(c=cc(=c4)f)nc3=o	10138259
su-14813	chembl3545160	NA	NA	10138259
succinylcholine chloride	chembl983	db00202	c[n+](c)(c)ccoc(=o)ccc(=o)occ[n+](c)(c)c.[cl-].[cl-]	22475
sulfinpyrazone	chembl832	db01138	c1=cc=c(c=c1)n2c(=o)c(c(=o)n2c3=cc=cc=c3)ccs(=o)c4=cc=cc=c4	5342
sulforaphane	chembl48802	db12422	cs(=o)ccccn=c=s	5350
sulpiride	chembl26	db00391	ccn1cccc1cnc(=o)c2=c(c=cc(=c2)s(=o)(=o)n)oc	5355
sumatriptan	chembl128	db00669	cns(=o)(=o)cc1=cc2=c(c=c1)nc=c2ccn(c)c	5358
sunitinib malate	chembl1567	db01268	ccn(cc)ccnc(=o)c1=c(nc(=c1c)/c=c\2/c3=c(c=cc(=c3)f)nc2=o)c.c([c@@h](c(=o)o)o)c(=o)o	6456015
t-butylbicyclophosphorothionate	chembl485673	NA	cc(c)(c)c12cop(=s)(oc1)oc2	104781
tacedinaline	chembl235191	db12291	cc(=o)nc1=cc=c(c=c1)c(=o)nc2=cc=cc=c2n	2746
tak-593	chembl2180604	db13093	cc1=c(c=c(c=c1)oc2=nn3c=c(n=c3c=c2)nc(=o)c4cc4)nc(=o)c5=cc(=nn5c)c	24767976
tak-659	chembl3544931	NA	NA	53252276
tak-733	chembl1615025	db12241	cn1c2=c(c(=c(c1=o)f)nc3=c(c=c(c=c3)i)f)c(=o)n(c=n2)c[c@h](co)o	24963252
talampanel	chembl61872	db04982	c[c@@h]1cc2=cc3=c(c=c2c(=nn1c(=o)c)c4=cc=c(c=c4)n)oco3	164509
talazoparib	chembl3137320	db11760	cn1c(=nc=n1)[c@@h]2[c@h](n=c3c=c(c=c4c3=c2nnc4=o)f)c5=cc=c(c=c5)f	44819241
tandutinib	chembl124660	db05465	cc(c)oc1=cc=c(c=c1)nc(=o)n2ccn(cc2)c3=nc=nc4=cc(=c(c=c43)oc)occcn5ccccc5	3038522
tanespimycin	chembl109480	db05134	c[c@h]1c[c@@h]([c@@h]([c@h](/c=c(/[c@@h]([c@h](/c=c\c=c(\c(=o)nc2=cc(=o)c(=c(c1)c2=o)ncc=c)/c)oc)oc(=o)n)\c)c)o)oc	6505803
tarenflurbil	chembl190083	db05289	c[c@h](c1=cc(=c(c=c1)c2=cc=cc=c2)f)c(=o)o	92337
taselisib	chembl2387080	db12108	cc1=nn(c(=n1)c2=cn3ccoc4=c(c3=n2)c=cc(=c4)c5=cn(n=c5)c(c)(c)c(=o)n)c(c)c	51001932
tazarotene	chembl1657	db00799	ccoc(=o)c1=cn=c(c=c1)c#cc2=cc3=c(c=c2)sccc3(c)c	5381
tedatioxetine	chembl2104986	db12641	cc1=cc=c(c=c1)sc2=cc=cc=c2c3ccncc3	9878913
tedisamil	chembl113461	NA	c1ccc2(c1)c3cn(cc2cn(c3)cc4cc4)cc5cc5	65825
telatinib	chembl2079588	NA	cnc(=o)c1=nc=cc(=c1)coc2=nn=c(c3=c2oc=c3)nc4=cc=c(c=c4)cl	9808844
temozolomide	chembl810	db00853	cn1c(=o)n2c=nc(=c2n=n1)c(=o)n	5394
temsirolimus	chembl1201182	db06287	c[c@@h]1cc[c@h]2c[c@@h](/c(=c/c=c/c=c/[c@h](c[c@h](c(=o)[c@@h]([c@@h](/c(=c/[c@h](c(=o)c[c@h](oc(=o)[c@@h]3ccccn3c(=o)c(=o)[c@@]1(o2)o)[c@h](c)c[c@@h]4cc[c@h]([c@@h](c4)oc)oc(=o)c(c)(co)co)c)/c)o)oc)c)c)/c)oc	6918289
teniposide	chembl452231	db00444	coc1=cc(=cc(=c1o)oc)[c@h]2[c@@h]3[c@h](coc3=o)[c@@h](c4=cc5=c(c=c24)oco5)o[c@h]6[c@@h]([c@h]([c@h]7[c@h](o6)co[c@h](o7)c8=cc=cs8)o)o	452548
terguride	chembl73151	NA	ccn(cc)c(=o)n[c@h]1c[c@h]2[c@@h](cc3=cnc4=cc=cc2=c34)n(c1)c	443951
tesevatinib	chembl3544983	db11973	cn1c[c@h]2cc(c[c@h]2c1)coc3=c(c=c4c(=c3)n=cn=c4nc5=c(c(=c(c=c5)cl)cl)f)oc	10458325
testosterone	chembl67934	db00624	c[c@]12cc[c@h]3[c@h]([c@@h]1cc[c@@h]2o)ccc4=cc(=o)cc[c@]34c	5701998
tetracaine hydrochloride	chembl1255654	db09085	ccccnc1=cc=c(c=c1)c(=o)occn(c)c.cl	8695
tetrahydrozoline hydrochloride	chembl1200413	db06764	c1cc(c2=cc=cc=c2c1)c3=nccn3.cl	10648
tetrodotoxin	chembl507974	db05232	c([c@@]1([c@h]2[c@@h]3[c@h](n=c(n[c@@]34[c@@h]([c@@h]1o[c@]([c@h]4o)(o2)o)o)n)o)o)o	11174599
tezampanel	chembl14935	NA	c1c[c@h]2cn[c@@h](c[c@h]2c[c@h]1ccc3=nnn=n3)c(=o)o	127894
tg-02	chembl1944698	NA	cn1c/c=c/ccoc2=cc=cc(=c2)c3=nc(=nc=c3)nc4=cc=cc(=c4)c1	16739650
tg100-801	chembl403989	db05075	cc1=c2c(=cc(=c1)c3=c(c=cc(=c3)oc(=o)c4=cc=cc=c4)cl)n=nc(=n2)nc5=cc=c(c=c5)occn6cccc6	11973736
theophylline sodium glycinate	chembl1200578	db00277	cn1c2=c(c(=o)n(c1=o)c)nc=n2.c(c(=o)[o-])n.[na+]	23663537
thiethylperazine	chembl1378	db00372	ccsc1=cc2=c(c=c1)sc3=cc=cc=c3n2cccn4ccn(cc4)c	5440
thioguanine	chembl727	db00352	c1=nc2=c(n1)c(=s)n=c(n2)n	2723601
thiopental sodium	chembl738	db00599	cccc(c)c1(c(=o)nc(=nc1=o)[s-])cc.[na+]	23665410
thioridazine hydrochloride	chembl1200916	db00679	cn1ccccc1ccn2c3=cc=cc=c3sc4=c2c=c(c=c4)sc.cl	66062
thrombin	chembl2108110	db11300	NA	90470996
thymidine	chembl52609	db04485	cc1=cn(c(=o)nc1=o)[c@h]2c[c@@h]([c@h](o2)co)o	5789
thyrotropin	chembl1201532	db00024	NA	NA
thyroxine	chembl42115	NA	c1=c(c=c(c(=c1i)oc2=cc(=c(c(=c2)i)o)i)i)cc(c(=o)o)n	853
tipifarnib	chembl289228	db04960	cn1c=nc=c1[c@@](c2=cc=c(c=c2)cl)(c3=cc4=c(c=c3)n(c(=o)c=c4c5=cc(=cc=c5)cl)c)n	159324
tivozanib	chembl1289494	db11800	cc1=cc(=no1)nc(=o)nc2=c(c=c(c=c2)oc3=c4c=c(c(=cc4=nc=c3)oc)oc)cl	9911830
tocainide hydrochloride	chembl1200773	db01056	cc1=c(c(=cc=c1)c)nc(=o)c(c)n.cl	108173
tolazoline hydrochloride	chembl1689	db00797	c1cn=c(n1)cc2=cc=cc=c2.cl	6048
topotecan	chembl84	db01030	cc[c@@]1(c2=c(coc1=o)c(=o)n3cc4=c(c3=c2)n=c5c=cc(=c(c5=c4)cn(c)c)o)o	60700
toremifene	chembl1655	db00539	cn(c)ccoc1=cc=c(c=c1)/c(=c(/cccl)\c2=cc=cc=c2)/c3=cc=cc=c3	3005573
tosedostat	chembl2103847	db11781	cc(c)c[c@h]([c@@h](c(=o)no)o)c(=o)n[c@@h](c1=cc=cc=c1)c(=o)oc2cccc2	15547703
trametinib	chembl2103875	db08911	cc1=c2c(=c(n(c1=o)c)nc3=c(c=c(c=c3)i)f)c(=o)n(c(=o)n2c4=cc(=cc=c4)nc(=o)c)c5cc5	11707110
treprostinil	chembl1237119	db00374	ccccc[c@@h](cc[c@h]1[c@@h](c[c@h]2[c@@h]1cc3=c(c2)c(=cc=c3)occ(=o)o)o)o	6918140
triamcinolone	chembl1451	db00620	c[c@]12c[c@@h]([c@]3([c@h]([c@@h]1c[c@h]([c@@]2(c(=o)co)o)o)ccc4=cc(=o)c=c[c@@]43c)f)o	31307
triamterene	chembl585	db00384	c1=cc=c(c=c1)c2=nc3=c(n=c2n)n=c(n=c3n)n	5546
trichostatin	chembl99	db04297	c[c@h](/c=c(\c)/c=c/c(=o)no)c(=o)c1=cc=c(c=c1)n(c)c	444732
trifluoperazine hydrochloride	chembl1710	db00831	cn1ccn(cc1)cccn2c3=cc=cc=c3sc4=c2c=c(c=c4)c(f)(f)f.cl	2913535
trimethoprim	chembl22	db00440	coc1=cc(=cc(=c1oc)oc)cc2=cn=c(n=c2n)n	5578
trimipramine maleate	chembl1200948	db00726	cc(cn1c2=cc=cc=c2ccc3=cc=cc=c31)cn(c)c.c(=c\c(=o)o)\c(=o)o	5282318
tripitramine	chembl265256	NA	cn(ccccccccn(c)ccccccn(cc(=o)n1c2=cc=cc=c2c(=o)nc3=c1n=cc=c3)cc(=o)n4c5=cc=cc=c5c(=o)nc6=c4n=cc=c6)ccccccncc(=o)n7c8=cc=cc=c8c(=o)nc9=c7n=cc=c9	132947
tropisetron	chembl56564	db11699	cn1[c@@h]2cc[c@h]1cc(c2)oc(=o)c3=cnc4=cc=cc=c43	656665
tryptamine	chembl6640	db08653	c1=cc=c2c(=c1)c(=cn2)ccn	1150
u-0126	chembl100473	NA	c1=cc=c(c(=c1)n)s/c(=c(\c#n)/c(=c(/n)\sc2=cc=cc=c2n)/c#n)/n	3006531
uprosertib	chembl3137336	db11969	cn1c(=c(c=n1)cl)c2=c(oc(=c2)c(=o)n[c@@h](cc3=cc(=c(c=c3)f)f)cn)cl	51042438
urea	chembl985	db03904	c(=o)(n)n	1176
uridine	chembl100259	db02745	c1=cn(c(=o)nc1=o)[c@h]2[c@@h]([c@@h]([c@h](o2)co)o)o	6029
uridine diphosphate glucose	chembl375951	db01861	c1=cn(c(=o)nc1=o)[c@h]2[c@@h]([c@@h]([c@h](o2)cop(=o)(o)op(=o)(o)o[c@@h]3[c@@h]([c@h]([c@@h]([c@h](o3)co)o)o)o)o)o	8629
ursodiol	chembl1551	db01586	c[c@h](ccc(=o)o)[c@h]1cc[c@@h]2[c@@]1(cc[c@h]3[c@h]2[c@h](c[c@h]4[c@@]3(cc[c@h](c4)o)c)o)c	31401
vantictumab	chembl2364652	db12956	NA	NA
vasopressin	chembl373742	db00067	c1c[c@h](n(c1)c(=o)[c@@h]2cssc[c@@h](c(=o)n[c@h](c(=o)n[c@h](c(=o)n[c@h](c(=o)n[c@h](c(=o)n2)cc(=o)n)ccc(=o)n)cc3=cc=cc=c3)cc4=cc=c(c=c4)o)n)c(=o)n[c@@h](cccn=c(n)n)c(=o)ncc(=o)n	644077
vasopressin tannate	chembl1201528	NA	NA	8230
vatalanib	chembl101253	db04879	c1=cc=c2c(=c1)c(=nn=c2nc3=cc=c(c=c3)cl)cc4=cc=nc=c4	151194
vecuronium bromide	chembl1200629	db01339	cc(=o)o[c@h]1c[c@@h]2cc[c@@h]3[c@@h]([c@]2(c[c@@h]1n4ccccc4)c)cc[c@]5([c@h]3c[c@@h]([c@@h]5oc(=o)c)[n+]6(ccccc6)c)c.[br-]	39764
veliparib	chembl497608	db07232	c[c@@]1(cccn1)c2=nc3=c(c=cc=c3n2)c(=o)n	11842604
vemurafenib	chembl1229517	db08881	cccs(=o)(=o)nc1=c(c(=c(c=c1)f)c(=o)c2=cnc3=nc=c(c=c23)c4=cc=c(c=c4)cl)f	42611257
venetoclax	chembl3137309	db11581	cc1(ccc(=c(c1)c2=cc=c(c=c2)cl)cn3ccn(cc3)c4=cc(=c(c=c4)c(=o)ns(=o)(=o)c5=cc(=c(c=c5)ncc6ccocc6)[n+](=o)[o-])oc7=cn=c8c(=c7)c=cn8)c	49846579
veratridine	chembl439496	NA	c[c@h]1cc[c@h]2[c@@]([c@]3([c@h](c[c@]4([c@@h]5cc[c@h]6[c@]7([c@]5(c[c@]4([c@@h]3cn2c1)o)o[c@@]6([c@h](cc7)oc(=o)c8=cc(=c(c=c8)oc)oc)o)c)o)o)o)(c)o	6280
verubulin	chembl492399	NA	cc1=nc2=cc=cc=c2c(=n1)n(c)c3=cc=c(c=c3)oc	11414799
vesnarinone	chembl17423	db12082	coc1=c(c=c(c=c1)c(=o)n2ccn(cc2)c3=cc4=c(c=c3)nc(=o)cc4)oc	5663
vilazodone	chembl439849	db06684	c1cn(ccn1ccccc2=cnc3=c2c=c(c=c3)c#n)c4=cc5=c(c=c4)oc(=c5)c(=o)n	6918314
vinblastine sulfate	chembl378544	db00570	cc[c@@]1(c[c@h]2c[c@@](c3=c(ccn(c2)c1)c4=cc=cc=c4n3)(c5=c(c=c6c(=c5)[c@]78ccn9[c@h]7[c@@](c=cc9)([c@h]([c@@]([c@@h]8n6c)(c(=o)oc)o)oc(=o)c)cc)oc)c(=o)oc)o.os(=o)(=o)o	5388983
vincristine sulfate	chembl501867	db00541	cc[c@@]1(c[c@@h]2c[c@@](c3=c(ccn(c2)c1)c4=cc=cc=c4n3)(c5=c(c=c6c(=c5)[c@]78ccn9[c@h]7[c@@](c=cc9)([c@h]([c@@]([c@@h]8n6c=o)(c(=o)oc)o)oc(=o)c)cc)oc)c(=o)oc)o.os(=o)(=o)o	249332
vinorelbin ditartrate	chembl538943	db00361	ccc1=c[c@h]2c[c@@](c3=c(cn(c2)c1)c4=cc=cc=c4n3)(c5=c(c=c6c(=c5)[c@]78ccn9[c@h]7[c@@](c=cc9)([c@h]([c@@]([c@@h]8n6c)(c(=o)oc)o)oc(=o)c)cc)oc)c(=o)oc.c(c(c(=o)o)o)(c(=o)o)o.c(c(c(=o)o)o)(c(=o)o)o	16051941
vitamin b12	chembl2375172	db00115	NA	5311498
vitamin k	chembl1201519	NA	NA	5280483
volanesorsen sodium	chembl3544989	NA	NA	121494122
voxtalisib	chembl3545366	db12400	ccn1c2=nc(=nc(=c2c=c(c1=o)c3=cc=nn3)c)n	16123056
vs-5584	chembl1079593	db12986	c1coc2=c([c@@h]1n3c4=nc(=nc=c4nc3=o)n5c=nc6=c5c=c(c=c6)f)c=cc=c2f	45375955
vx-970	chembl3545202	NA	NA	59472121
warfarin	chembl1464	db00682	cc(=o)cc(c1=cc=cc=c1)c2=c(c3=cc=cc=c3oc2=o)o	54678486
wortmannin	chembl428496	db08059	cc(=o)o[c@@h]1c[c@]2([c@@h](ccc2=o)c3=c1[c@]4([c@h](oc(=o)c5=coc(=c54)c3=o)coc)c)c	312145
wx-037	chembl3545385	NA	NA	NA
wx-554	chembl3545145	NA	NA	NA
x-82	chembl3545401	NA	NA	NA
xanomeline	chembl21536	NA	ccccccoc1=nsn=c1c2=cccn(c2)c	60809
xl-228	chembl3545085	db05184	cc(c)c1=noc(=c1)cnc2=nc(=cc(=n2)nc3=nnc(=c3)c4cc4)n5ccn(cc5)c	59757974
xl-418	chembl3544935	db05204	NA	56963011
xl-820	chembl3545402	db05146	NA	NA
xl-999	chembl3545285	db05014	NA	NA
zidovudine	chembl129	db00495	cc1=cn(c(=o)nc1=o)[c@h]2c[c@@h]([c@h](o2)co)n=[n+]=[n-]	35370
zinc chloride	chembl1200679	NA	[cl-].[cl-].[zn+2]	3007855
zinc ion	chembl1236970	NA	[zn+2]	32051
zinc sulfate	chembl1200929	db09322	[o-]s(=o)(=o)[o-].[zn+2]	24424
zolmitriptan	chembl1185	db00315	cn(c)ccc1=cnc2=c1c=c(c=c2)c[c@h]3coc(=o)n3	60857
zotepine	chembl285802	db09225	cn(c)ccoc1=cc2=cc=cc=c2sc3=c1c=c(c=c3)cl	5736
zstk-474	chembl586701	db12904	cc1=cc=c(c=c1)c2c3=c(c4=cc=cc=c4c3=o)nc5=cc=cc=c5s2	3702043
2-aminobenzenesulfonamide	chembl6705	NA	nc1ccccc1s(n)(=o)=o	72894
2-bfi	chembl404505	NA	c1cn=c(n1)c1cc2ccccc2o1	3080926
4-damp	chembl168067	NA	c[n+]1(c)ccc(cc1)oc(=o)c(c1ccccc1)c1ccccc1	1734
5-carboxamidotryptamine	chembl18840	NA	nccc1c[nh]c2ccc(cc12)c(n)=o	1809
aceclidine	chembl20835	NA	cc(=o)oc1cn2ccc1cc2	1979
aceneuramic-acid	chembl165084	db04265	cc(=o)n[c@@h]1[c@@h](o)c[c@](o)(o[c@h]1[c@h](o)[c@h](o)co)c(o)=o	445063
afimoxifene	chembl489	db04468	cc\c(c1ccccc1)=c(/c1ccc(o)cc1)c1ccc(occn(c)c)cc1	449459
alanine	chembl12198	db00160	cc(n)c(o)=o	602
alcuronium	chembl1180293	NA	oc\c=c1/c[n@+]2(cc=c)cc[c@@]34[c@@h]2c[c@@h]1\c1=c\n2c5[c@]6(cc[n@@+]7(cc=c)c\c(=c/co)[c@h](c[c@@h]67)\c5=c\n(c31)c1ccccc41)c1ccccc21	90659973
alendronate	chembl870	db00630	ncccc(o)(p(o)(o)=o)p(o)(o)=o	2088
alpha-methylserotonin	chembl275854	NA	cc(n)cc1c[nh]c2ccc(o)cc12	2107
aminosalicylate	chembl1169	db00233	nc1ccc(c(o)=o)c(o)c1	4649
aniracetam	chembl36994	db04599	coc1ccc(cc1)c(=o)n1cccc1=o	2196
apigenin	chembl28	db07352	oc1ccc(cc1)-c1cc(=o)c2c(o)cc(o)cc2o1	5280443
azd4547	chembl3348846	db12247	coc1cc(ccc2cc(nc(=o)c3ccc(cc3)n3c[c@h](c)n[c@h](c)c3)n[nh]2)cc(oc)c1	51039095
baicalein	chembl8260	NA	oc1cc2oc(cc(=o)c2c(o)c1o)-c1ccccc1	5281605
benfluralin	chembl1256668	NA	ccccn(cc)c1c(cc(cc1[n+]([o-])=o)c(f)(f)f)[n+]([o-])=o	2319
benzamil	chembl212579	NA	n\c(ncc1ccccc1)=n/c(=o)c1nc(cl)c(n)nc1n	108107
bilobalide	chembl133266	NA	cc(c)(c)[c@@]1(o)c[c@@h]2oc(=o)c[c@@]22c(=o)o[c@h]3oc(=o)[c@h](o)c123	44353155
bisindolylmaleimide-ix	chembl6291	NA	cn1cc(c2=c(c(=o)nc2=o)c2cn(cccsc(n)=n)c3ccccc23)c2ccccc12	5083
bisphenol-a	chembl418971	db06973	cc(c)(c1ccc(o)cc1)c1ccc(o)cc1	6623
bms-536924	chembl401930	NA	cc1cc(cc2[nh]c(nc12)-c1c(nc[c@@h](o)c2cccc(cl)c2)cc[nh]c1=o)n1ccocc1	10390396
bp-897	chembl25236	NA	coc1ccccc1n1ccn(ccccnc(=o)c2ccc3ccccc3c2)cc1	3038495
bremelanotide	chembl2070241	db11653	cccc[c@h](nc(c)=o)c(=o)n[c@h]1cc(=o)ncccc[c@h](nc(=o)[c@h](cc2c[nh]c3ccccc23)nc(=o)[c@h](cccnc(n)=n)nc(=o)[c@@h](cc2ccccc2)nc(=o)[c@h](cc2cnc[nh]2)nc1=o)c(o)=o	9941379
c11-acetate	chembl1354	NA	[y+3]	175
carbachol	chembl14	db00411	c[n+](c)(c)ccoc(n)=o	2551
carzenide	chembl414	NA	ns(=o)(=o)c1ccc(cc1)c(o)=o	8739
cgp-54626	chembl1213187	NA	c[c@h](nc[c@h](o)cp(o)(=o)cc1ccccc1)c1ccc(cl)c(cl)c1	197584
cgp-55845	chembl455185	NA	c[c@h](nc[c@h](o)cp(o)(=o)cc1ccccc1)c1ccc(cl)c(cl)c1	5311042
cgp-57380	chembl1240885	NA	nc1ncnc2[nh]nc(nc3ccc(f)cc3)c12	11644425
cgs-20625	chembl1087629	NA	coc1ccc(cc1)-n1nc2c3cccccc3[nh]cc2c1=o	46880048
cipemastat	chembl115653	NA	cn1c(=o)n(c[c@@h]([c@@h](cc2cccc2)c(=o)n2ccccc2)c(=o)no)c(=o)c1(c)c	9824350
ciproxifan	chembl14638	NA	o=c(c1cc1)c1ccc(occcc2c[nh]cn2)cc1	6422124
cis-acpd	chembl1435977	NA	n[c@]1(cc[c@@h](c1)c(o)=o)c(o)=o.n[c@@]1(cc[c@h](c1)c(o)=o)c(o)=o	16760136
cl-218872	chembl13662	NA	cc1nnc2ccc(nn12)-c1cccc(c1)c(f)(f)f	107950
cloprostenol-(+/-)	chembl37853	NA	o[c@@h](coc1cccc(cl)c1)\c=c\[c@h]1[c@h](o)c[c@h](o)[c@@h]1c\c=c/cccc(o)=o	5311053
clorotepine	chembl64249	NA	cn1ccn(cc1)c1cc2ccccc2sc2ccc(cl)cc12	1238
coenzyme-i	chembl1234613	NA	nc(=o)c1=cn(c=cc1)[c@h]1o[c@@h](cop(o)(=o)op(o)(=o)oc[c@h]2o[c@h]([c@h](o)[c@@h]2o)n2cnc3c(n)ncnc23)[c@h](o)[c@@h]1o	5892
coumarin	chembl6466	db04665	o=c1ccc2ccccc2o1	323
cpp	chembl47277	NA	oc(=o)[c@h]1cn(cccp(o)(o)=o)ccn1	6603754
cts-1027	chembl440498	db08490	onc(=o)c1(cs(=o)(=o)c2ccc(oc3ccc(cl)cc3)cc2)ccocc1	3342298
cyclic-amp	chembl9871	db02527	nc1ncnc2n(cnc12)c1oc2cop(o)(=o)oc2c1o	274
d-serine	chembl285123	db03929	n[c@h](co)c(o)=o	71077
diclofenamide	chembl17	db01144	ns(=o)(=o)c1cc(cl)c(cl)c(c1)s(n)(=o)=o	3038
dihydrexidine	chembl25856	db12890	oc1cc2cc[c@h]3ncc4ccccc4[c@@h]3c2cc1o	6603820
dihydroergocristine	chembl601773	NA	cc(c)[c@@]1(nc(=o)[c@@h]2c[c@h]3[c@@h](cc4c[nh]c5cccc3c45)n(c)c2)o[c@@]2(o)[c@@h]3cccn3c(=o)[c@h](cc3ccccc3)n2c1=o	107715
diltiazem	chembl23	db00343	coc1ccc(cc1)[c@@h]1sc2ccccc2n(ccn(c)c)c(=o)[c@@h]1oc(c)=o	39186
dizocilpine-(+)	chembl284237	NA	c[c@]12n[c@h](cc3ccccc13)c1ccccc21	180081
dnqx	chembl155265	db03759	[o-][n+](=o)c1cc2[nh]c(=o)c(=o)[nh]c2cc1[n+]([o-])=o	3899541
dolutegravir	chembl1229211	db08930	c[c@h]1cco[c@h]2cn3cc(c(=o)ncc4ccc(f)cc4f)c(=o)c(o)c3c(=o)n12	54726191
doxofylline	chembl1527608	db09273	cn1c2ncn(cc3occo3)c2c(=o)n(c)c1=o	50942
econazole	chembl808	db01127	clc1ccc(coc(cn2ccnc2)c2ccc(cl)cc2cl)cc1	3198
efavirenz	chembl223228	db00625	fc(f)(f)[c@]1(oc(=o)nc2ccc(cl)cc12)c#cc1cc1	64139
eltanolone	chembl207538	db11859	cc(=o)[c@h]1cc[c@h]2[c@@h]3cc[c@h]4c[c@h](o)cc[c@]4(c)[c@h]3cc[c@]12c	92786
enilconazole	chembl356918	NA	clc1ccc(c(cn2ccnc2)occ=c)c(cl)c1	37175
ephedrine	chembl211456	db01364	cn[c@@h](c)[c@h](o)c1ccccc1	9294
epoprostenol	chembl962	NA	ccccc[c@h](o)\c=c\[c@h]1[c@h](o)c[c@@h]2o\c(c[c@h]12)=c/cccc(o)=o	6364626
erythromycin-estolate	chembl2220427	NA	cc[c@h]1oc(=o)[c@h](c)[c@@h](o[c@h]2c[c@@](c)(oc)[c@@h](o)[c@h](c)o2)[c@h](c)[c@@h](o[c@@h]2o[c@h](c)c[c@@h]([c@h]2oc(=o)cc)n(c)c)[c@](c)(o)c[c@@h](c)c(=o)[c@h](c)[c@@h](o)[c@]1(c)o	71277
erythromycin-ethylsuccinate	chembl1200688	NA	ccoc(=o)ccc(=o)o[c@h]1[c@h](o[c@@h]2[c@@h](c)[c@h](o[c@h]3c[c@@](c)(oc)[c@@h](o)[c@h](c)o3)[c@@h](c)c(=o)o[c@h](cc)[c@@](c)(o)[c@h](o)[c@@h](c)c(=o)[c@h](c)c[c@@]2(c)o)o[c@h](c)c[c@@h]1n(c)c	443953
ethanolamine-oleate	chembl1200394	db06689	ncco.cccccccc\c=c/cccccccc(o)=o	49799977
ferulic-acid	chembl32749	db07767	coc1cc(\c=c\c(o)=o)ccc1o	445858
flavin-adenine-dinucleotide	chembl3580425	db03147	cc1cc2nc3c(nc(=o)[nh]c3=o)n(cc(o)c(o)c(o)cop(o)(=o)op(o)(=o)occ3oc(c(o)c3o)n3cnc4c(n)ncnc34)c2cc1c	703
fludarabine-phosphate	chembl1096882	NA	nc1nc(f)nc2n(cnc12)[c@@h]1o[c@h](cop(o)(o)=o)[c@@h](o)[c@@h]1o	30751
fomepizole	chembl1308	db01213	cc1cn[nh]c1	3406
gallic-acid	chembl288114	NA	oc(=o)c1cc(o)c(o)c(o)c1	370
gamma-aminobutyric-acid	chembl96	db02530	ncccc(o)=o	119
ginkgolide-b	chembl514432	db06744	c[c@@h]1c(=o)o[c@h]2[c@h](o)c34[c@h]5c[c@@h](c(c)(c)c)[c@@]33[c@@h](o)c(=o)o[c@h]3o[c@]4(c(=o)o5)[c@@]12o	6324617
glucosamine	chembl234432	db01296	n[c@h]1[c@h](o)o[c@h](co)[c@@h](o)[c@@h]1o	441477
go-6983	chembl261491	NA	coc1ccc2n(cccn(c)c)cc(c3=c(c(=o)nc3=o)c3c[nh]c4ccccc34)c2c1	3499
gsk1070916	chembl1090479	NA	ccn1cc(c(n1)-c1ccc(nc(=o)n(c)c)cc1)-c1ccnc2[nh]c(cc12)-c1cccc(cn(c)c)c1	46885626
hexylene-glycol	chembl2104293	NA	cc(o)cc(c)(c)o	7870
hmn-214	chembl3545431	NA	coc1ccc(cc1)s(=o)(=o)n(c(c)=o)c1ccccc1\c=c\c1cc[n+]([o-])cc1	9888590
homatropine-methylbromide	chembl1201235	db00725	c[n+]1(c)c2cc[c@h]1c[c@h](c2)oc(=o)c(o)c1ccccc1	5282592
homoquinolinic-acid	chembl280828	NA	oc(=o)cc1cccnc1c(o)=o	3080554
hyaluronic-acid	chembl2110674	db08818	cc(=o)n[c@@h]1c[c@h](o)[c@@h](co)o[c@h]1o[c@h]1[c@h](o)[c@@h](o)[c@h](o)o[c@@h]1c(o)=o	6852395
ici-199441	chembl38576	NA	cn([c@h](cn1cccc1)c1ccccc1)c(=o)cc1ccc(cl)c(cl)c1	3082718
indirubin-3-monoxime	chembl126077	db02052	o\n=c1c2ccccc2nc/1=c1\c(=o)nc2ccccc12	5326739
indisulam	chembl77517	NA	ns(=o)(=o)c1ccc(cc1)s(=o)(=o)nc1cccc2c(cl)c[nh]c12	216468
indoramin	chembl279516	db08950	o=c(nc1ccn(ccc2c[nh]c3ccccc23)cc1)c1ccccc1	33625
isoniazid	chembl64	db00951	nnc(=o)c1ccncc1	3767
kaempferol	chembl150	db01852	oc1ccc(cc1)-c1oc2cc(o)cc(o)c2c(=o)c1o	5280863
kainic-acid	chembl275040	NA	cc(=c)[c@h]1cn[c@@h]([c@h]1cc(o)=o)c(o)=o	10255
ketotifen	chembl534	db00920	cn1ccc(cc1)=c1c2ccsc2c(=o)cc2ccccc12	3827
kn-62	chembl130321	NA	cn(c(cc1ccc(os(=o)(=o)c2cccc3cnccc23)cc1)c(=o)n1ccn(cc1)c1ccccc1)s(=o)(=o)c1cccc2cnccc12	3838
